Filename,Source,Start_DateTime_GMT,End_DateTime_GMT,EncounterCount,EncounterNumber,SamplingRate,NumChannels,EncounterID,CruiseID,DataProvider,KnownSpecies,GeographicLocation,ClassifiedSpecies,FREQMAX,FREQMIN,DURATION,FREQBEG,FREQEND,FREQRANGE,DCMEAN,DCSTDDEV,FREQMEAN,FREQSTDDEV,FREQMEDIAN,FREQCENTER,FREQRELBW,FREQMAXMINRATIO,FREQBEGENDRATIO,FREQQUARTER1,FREQQUARTER2,FREQQUARTER3,FREQSPREAD,DCQUARTER1MEAN,DCQUARTER2MEAN,DCQUARTER3MEAN,DCQUARTER4MEAN,FREQCOFM,FREQSTEPUP,FREQSTEPDOWN,FREQNUMSTEPS,FREQSLOPEMEAN,FREQABSSLOPEMEAN,FREQPOSSLOPEMEAN,FREQNEGSLOPEMEAN,FREQSLOPERATIO,FREQBEGSWEEP,FREQBEGUP,FREQBEGDWN,FREQENDSWEEP,FREQENDUP,FREQENDDWN,NUMSWEEPSUPDWN,NUMSWEEPSDWNUP,NUMSWEEPSUPFLAT,NUMSWEEPSDWNFLAT,NUMSWEEPSFLATUP,NUMSWEEPSFLATDWN,FREQSWEEPUPPERCENT,FREQSWEEPDWNPERCENT,FREQSWEEPFLATPERCENT,NUMINFLECTIONS,INFLMAXDELTA,INFLMINDELTA,INFLMAXMINDELTA,INFLMEANDELTA,INFLSTDDEVDELTA,INFLMEDIANDELTA,INFLDUR,STEPDUR,FREQPEAK,BW3DB,BW3DBLOW,BW3DBHIGH,BW10DB,BW10DBLOW,BW10DBHIGH,RMSSIGNAL,RMSNOISE,SNR,NCROSSINGS,SWEEPRATE,MEANTIMEZC,MEDIANTIMEZC,VARIANCETIMEZC,WHALETRAIN,CLICKTYPE,ICI,OFFLINEEVENTID,Lat,Long,Classifier,Species1,Species2,Species3,Species4,Species5,Species6,Species7,Species8,Species9,Species10,Species11,Species12,Species_List
sel.98.ch02.241003.164500.08.C.49.F.wav,C:\Users\kepar\Desktop\ToTrace\trace_24\Encounter3-sel-Channel0-20241003_164500.wav,45:00.0,45:00.1,3,49c,95703,null,null,null,null,null,null,Ambig,14953.59375,14392.83398,0.027,14392.83398,14953.59375,560.7597656,0.551793214,0.10742894,14595.33057,199.7216988,14533.02393,14673.21387,0.038216561,1.038961039,0.9625,14486.29395,14486.29395,14673.21387,163.5549316,0.475708793,0.59852024,0.530068747,0.632232472,0,0,0,0,21184.25781,21184.25781,26480.32227,0,0,2,1,0,2,1,0,1,0,0,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIWhist.model,0,0,0.061333333,0.082666667,0.06,0,0.132,0.017333333,0.386666667,0.245333333,0.014666667,0,(Fa-Gg-Gm-Pc-Pe-Pm-Sa-Sb-Sc-Sl-Tt-Zc-)
sel.133.ch02.241003.145055.31.C.79.F.wav,C:\Users\kepar\Desktop\ToTrace\trace_24\Encounter6-sel-Channel0-20241003_145005.wav,50:05.0,50:05.1,6,79c,95703,null,null,null,null,null,null,Ambig,14860.13379,11121.73535,0.129,11121.73535,14860.13379,3738.398438,0.616175491,0.086728503,12389.05242,1054.304031,12149.79492,12990.93457,0.287769784,1.336134454,0.748427673,11402.11523,12149.79492,12897.47461,1308.439453,0.612569594,0.616322522,0.687704391,0.548706441,0.364493848,0,0,0,29261.86872,30819.53474,36048.84208,-18691.99219,-1.928571429,2,1,0,2,1,0,1,0,0,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIWhist.model,0,0,0.017333333,0.014666667,0.157333333,0,0.126666667,0,0.256,0.233333333,0.194666667,0,(Fa-Gg-Gm-Pc-Pe-Pm-Sa-Sb-Sc-Sl-Tt-Zc-)
sel.142.ch02.241003.145104.81.C.84.F.wav,C:\Users\kepar\Desktop\ToTrace\trace_24\Encounter12-sel-Channel0-20241003_145100.wav,51:00.0,51:00.2,12,84c,95703,null,null,null,null,null,null,Ambig,15327.43359,12897.47461,0.145,12897.47461,15327.43359,2429.958984,0.689923286,0.069973795,13888.81777,440.0890571,13785.34424,14112.4541,0.17218543,1.188405797,0.841463415,13645.1543,13738.61426,14112.4541,397.204834,0.706624544,0.723879637,0.710662333,0.603843644,0.16822793,0,0,0,16730.48683,24576.50825,34852.7771,-17653.54818,-1.974264706,2,1,0,2,1,0,3,3,1,0,0,1,70,25,5,7,0.032,0.005,6.4,0.017833333,0.010515069,0.016,48.27586207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIWhist.model,0,0,0.064,0.033333333,0.048,0,0.216,0.012,0.177333333,0.242666667,0.206666667,0,(Fa-Gg-Gm-Pc-Pe-Pm-Sa-Sb-Sc-Sl-Tt-Zc-)
sel.144.ch02.241003.154633.92.C.144.F.wav,C:\Users\kepar\Desktop\ToTrace\trace_24\Encounter15-sel-Channel0-20241003_154603.wav,46:03.1,46:03.2,15,144c,95703,null,null,null,null,null,null,Sl,15420.89355,13832.07422,0.176,13832.07422,15420.89355,1588.819336,0.549162412,0.081879945,14626.48389,381.0280439,14673.21387,14626.48389,0.108626198,1.114864865,0.896969697,14299.37402,14673.21387,14860.13379,537.3947754,0.522640517,0.524944706,0.503788472,0.651618404,0.130843945,0,0,0,8900.948661,8900.948661,18358.20661,0,0,2,1,0,2,1,0,1,0,5,0,5,0,64,18,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIWhist.model,0,0,0.006666667,0.009333333,0.013333333,0,0.06,0.002666667,0.104,0.681333333,0.122666667,0,(Fa-Gg-Gm-Pc-Pe-Pm-Sa-Sb-Sc-Sl-Tt-Zc-)
sel.188.ch02.241003.145146.53.C.107.F.wav,C:\Users\kepar\Desktop\ToTrace\trace_24\Encounter18-sel-Channel0-20241003_145104.wav,51:04.0,51:04.1,18,107c,95703,null,null,null,null,null,null,Ambig,13177.85449,11121.73535,0.075,11121.73535,13177.85449,2056.119141,0.536253997,0.059917417,12112.41094,507.9861158,12056.33496,12149.79492,0.169230769,1.18487395,0.843971631,11775.95508,12056.33496,12336.71484,560.7597656,0.506334548,0.530404905,0.51977372,0.605919089,0.074767969,0,0,0,27370.41713,27370.41713,29475.83383,0,0,2,1,0,2,1,0,1,0,0,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIWhist.model,0,0,0.328,0.033333333,0.166666667,0,0.108,0.001333333,0.125333333,0.210666667,0.026666667,0,(Fa-Gg-Gm-Pc-Pe-Pm-Sa-Sb-Sc-Sl-Tt-Zc-)
sel.264.ch02.241003.164835.27.C.132.F.wav,C:\Users\kepar\Desktop\ToTrace\trace_24\Encounter28-sel-Channel0-20241003_164803.wav,48:03.0,48:03.1,28,132c,95703,null,null,null,null,null,null,Ambig,18131.23242,16822.79297,0.042,16822.79297,18131.23242,1308.439453,0.683120522,0.161960217,17362.78385,414.7605147,17383.55273,17477.0127,0.07486631,1.077777778,0.927835052,16916.25391,17383.55273,17570.47266,467.3007813,0.54739187,0.676152466,0.699298168,0.877503907,0.037383984,0,0,0,31153.32031,31153.32031,35603.79464,0,0,2,1,0,2,1,0,1,0,0,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIWhist.model,0,0,0.046666667,0.057333333,0.126666667,0,0.216,0.009333333,0.269333333,0.238666667,0.036,0,(Fa-Gg-Gm-Pc-Pe-Pm-Sa-Sb-Sc-Sl-Tt-Zc-)
sel.408.ch02.241003.145537.92.C.217.F.wav,C:\Users\kepar\Desktop\replacement_traces\Encounter23-sel-Channel0-20241003_145503.wav,55:03.0,55:03.1,23,217c,95703,null,null,null,null,null,null,Ambig,16262.0332,16075.11328,0.08,16168.57324,16262.0332,186.9199219,0.703562758,0.08906159,16156.89075,67.17857958,16168.57324,16168.57324,0.011560694,1.011627907,0.994252874,16075.11328,16168.57324,16168.57324,93.45996094,0.609253204,0.739335597,0.741092603,0.763008436,0.018691992,0,0,0,623.0664063,10176.7513,16199.72656,-17913.15918,-0.904347826,0,0,1,0,0,1,3,2,1,1,2,0,50,35.71428571,14.28571429,6,0.026,0.005,5.2,0.0128,0.00858487,0.011,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIWhist.model,0,0,0.230666667,0.026666667,0.134666667,0,0.125333333,0.114666667,0.14,0.176,0.052,0,(Fa-Gg-Gm-Pc-Pe-Pm-Sa-Sb-Sc-Sl-Tt-Zc-)
sel.666.ch02.241003.150101.78.C.346.F.wav,C:\Users\kepar\Desktop\ToTrace\trace_24\Encounter46-sel-Channel0-20241003_150100.wav,01:00.0,01:00.1,46,346c,95703,null,null,null,null,null,null,Ambig,16822.79297,15981.65332,0.13,16262.0332,16822.79297,841.1396484,0.549843082,0.177113853,16232.12605,192.1430778,16262.0332,16402.22314,0.051282051,1.052631579,0.966666667,16262.0332,15981.65332,16075.11328,186.9199219,0.459755725,0.360294607,0.709083071,0.685253483,0.140189941,0,0,0,4376.299758,11459.9714,23754.40674,-21251.01493,-1.117801047,2,1,0,2,1,0,3,0,0,2,3,0,50,32.35294118,17.64705882,5,0.044,0.01,4.4,0.02675,0.016760569,0.0265,38.46153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIWhist.model,0,0,0.097333333,0.048,0.048,0,0.029333333,0.089333333,0.209333333,0.344,0.134666667,0,(Fa-Gg-Gm-Pc-Pe-Pm-Sa-Sb-Sc-Sl-Tt-Zc-)
sel.955.ch02.241003.155206.36.C.478.F.wav,C:\Users\kepar\Desktop\ToTrace\trace_24\Encounter60-sel-Channel0-20241003_155200.wav,52:00.0,52:00.0,60,478c,95703,null,null,null,null,null,null,Ambig,13738.61426,13177.85449,0.032,13177.85449,13738.61426,560.7597656,0.737780101,0.233762449,13391.47726,206.9829442,13364.77441,13458.23438,0.041666667,1.042553191,0.959183673,13177.85449,13364.77441,13458.23438,280.3798828,0.587478657,0.955377156,0.837641448,0.403466185,0.037383984,0,0,0,18061.50832,18061.50832,21673.80999,0,0,2,1,0,2,1,0,1,0,0,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIWhist.model,0,0,0.206666667,0.098666667,0.186666667,0,0.090666667,0.010666667,0.209333333,0.166666667,0.030666667,0,(Fa-Gg-Gm-Pc-Pe-Pm-Sa-Sb-Sc-Sl-Tt-Zc-)
sel.409.ch02.241001.145447.55.C.307.F.wav,C:\Users\kepar\Desktop\trace_02082025\trace_24\Encounter3-sel-Channel0-20241001_145404.wav,54:04.0,54:04.1,3,307c,95703,null,null,null,null,null,null,Gm,9719.835938,9345.996094,0.06,9345.996094,9719.835938,373.8398438,0.753358071,0.293399235,9517.339355,118.4422258,9532.916016,9532.916016,0.039215686,1.04,0.961538462,9439.456055,9532.916016,9626.375977,186.9199219,0.554908189,0.885804743,1.034650979,0.529648467,0.018691992,0,0,0,5664.240057,5664.240057,15576.66016,0,0,2,1,0,2,1,0,1,0,3,0,3,0,62.5,18.75,18.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIWhist.model,0,0,0.421333333,0.04,0.073333333,0,0.208,0.058666667,0.150666667,0.04,0.008,0,(Fa-Gg-Gm-Pc-Pe-Pm-Sa-Sb-Sc-Sl-Tt-Zc-)
