Filename,Source,Start_DateTime_GMT,End_DateTime_GMT,EncounterCount,EncounterNumber,SamplingRate,NumChannels,EncounterID,CruiseID,DataProvider,KnownSpecies,GeographicLocation,ClassifiedSpecies,FREQMAX,FREQMIN,DURATION,FREQBEG,FREQEND,FREQRANGE,DCMEAN,DCSTDDEV,FREQMEAN,FREQSTDDEV,FREQMEDIAN,FREQCENTER,FREQRELBW,FREQMAXMINRATIO,FREQBEGENDRATIO,FREQQUARTER1,FREQQUARTER2,FREQQUARTER3,FREQSPREAD,DCQUARTER1MEAN,DCQUARTER2MEAN,DCQUARTER3MEAN,DCQUARTER4MEAN,FREQCOFM,FREQSTEPUP,FREQSTEPDOWN,FREQNUMSTEPS,FREQSLOPEMEAN,FREQABSSLOPEMEAN,FREQPOSSLOPEMEAN,FREQNEGSLOPEMEAN,FREQSLOPERATIO,FREQBEGSWEEP,FREQBEGUP,FREQBEGDWN,FREQENDSWEEP,FREQENDUP,FREQENDDWN,NUMSWEEPSUPDWN,NUMSWEEPSDWNUP,NUMSWEEPSUPFLAT,NUMSWEEPSDWNFLAT,NUMSWEEPSFLATUP,NUMSWEEPSFLATDWN,FREQSWEEPUPPERCENT,FREQSWEEPDWNPERCENT,FREQSWEEPFLATPERCENT,NUMINFLECTIONS,INFLMAXDELTA,INFLMINDELTA,INFLMAXMINDELTA,INFLMEANDELTA,INFLSTDDEVDELTA,INFLMEDIANDELTA,INFLDUR,STEPDUR,FREQPEAK,BW3DB,BW3DBLOW,BW3DBHIGH,BW10DB,BW10DBLOW,BW10DBHIGH,RMSSIGNAL,RMSNOISE,SNR,NCROSSINGS,SWEEPRATE,MEANTIMEZC,MEDIANTIMEZC,VARIANCETIMEZC,WHALETRAIN,CLICKTYPE,ICI,OFFLINEEVENTID,Lat,Long,Classifier,Species1,Species2,Species3,Species4,Species5,Species6,Species7,Species8,Species9,Species10,Species11,Species12,Species_List
sel.03.ch02.111026.224854.94.C.3.F.wav,C:\Users\kepar\Desktop\ToTrace\trace_subsample3vib\Encounter1-sel-Channel0-20111026_224854.wav,48:54.2,48:54.3,1,3,240000,null,null,null,null,null,null,Ambig,7500,6796.875,0.071,7148.4375,7500,703.125,1.105876811,0.103970033,6979.166667,197.8239269,6914.0625,7148.4375,0.098360656,1.103448276,0.953125,6796.875,6796.875,7031.25,322.265625,1.084342207,1.094268813,1.144772363,1.108409514,0.03515625,0,0,0,5170.036765,14820.77206,33984.375,-41015.625,-0.828571429,0,0,1,2,1,0,1,0,1,1,2,0,50,30.76923077,19.23076923,2,0.038,0.038,1,0.038,0,0.038,28.16901408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIWhist.model,0,0,0.092,0.392,0.145333333,0,0.085333333,0.098666667,0.085333333,0.077333333,0.024,0,(Fa-Gg-Gm-Pc-Pe-Pm-Sa-Sb-Sc-Sl-Tt-Zc-)
sel.05.ch02.111026.212205.13.C.5.F.wav,C:\Users\kepar\Desktop\ToTrace\trace_subsample3vib\Encounter2-sel-Channel0-20111026_212205.wav,22:05.2,22:05.3,2,5,240000,null,null,null,null,null,null,Ambig,7851.5625,6796.875,0.084,7265.625,7851.5625,1054.6875,0.77331809,0.232967409,6981.026786,238.9344457,6914.0625,7324.21875,0.144,1.155172414,0.925373134,6796.875,6914.0625,6914.0625,234.375,0.751718865,0.594717671,0.826668781,0.92448689,0.0234375,0,0,0,6347.65625,22949.21875,58593.75,-55338.54167,-1.058823529,0,0,1,2,1,0,2,1,2,1,3,0,44.11764706,32.35294118,23.52941176,4,0.026,0.008,3.25,0.017,0.009,0.017,47.61904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIWhist.model,0,0,0.185333333,0.282666667,0.285333333,0,0.036,0.057333333,0.098666667,0.046666667,0.008,0,(Fa-Gg-Gm-Pc-Pe-Pm-Sa-Sb-Sc-Sl-Tt-Zc-)
sel.07.ch02.111026.224924.49.C.7.F.wav,C:\Users\kepar\Desktop\ToTrace\trace_subsample3vib\Encounter3-sel-Channel0-20111026_224924.wav,49:24.2,49:24.3,3,7,240000,null,null,null,null,null,null,Ambig,7617.1875,6562.5,0.084,7031.25,7617.1875,1054.6875,1.005712376,0.17650255,6819.196429,221.1680765,6796.875,7089.84375,0.148760331,1.160714286,0.923076923,6562.5,6679.6875,6796.875,117.1875,0.941961034,1.05032792,1.011717978,1.03159284,0.0234375,0,0,0,6054.6875,22070.3125,46875,-40039.0625,-1.170731707,0,0,1,2,1,0,2,2,1,0,1,0,50,34.61538462,15.38461538,4,0.038,0.008,4.75,0.021333333,0.015275252,0.018,47.61904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIWhist.model,0,0,0.249333333,0.230666667,0.184,0,0.045333333,0.029333333,0.129333333,0.126666667,0.005333333,0,(Fa-Gg-Gm-Pc-Pe-Pm-Sa-Sb-Sc-Sl-Tt-Zc-)
sel.08.ch02.111026.224924.70.C.8.F.wav,C:\Users\kepar\Desktop\ToTrace\trace_subsample3vib\Encounter4-sel-Channel0-20111026_224924.wav,49:24.2,49:24.3,4,8,240000,null,null,null,null,null,null,Ambig,8203.125,6796.875,0.076,7265.625,8203.125,1406.25,1.305143688,0.050961294,7136.101974,362.0289589,7031.25,7500,0.1875,1.206896552,0.885714286,6914.0625,6796.875,7148.4375,351.5625,1.326986273,1.265192164,1.289236906,1.347663339,0.15234375,0,0,0,13454.86111,28211.80556,46875,-33203.125,-1.411764706,0,0,1,2,1,0,1,1,0,1,0,1,57.89473684,31.57894737,10.52631579,2,0.047,0.047,1,0.047,0,0.047,26.31578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIWhist.model,0,0,0.132,0.314666667,0.178666667,0,0.033333333,0.048,0.217333333,0.069333333,0.006666667,0,(Fa-Gg-Gm-Pc-Pe-Pm-Sa-Sb-Sc-Sl-Tt-Zc-)
sel.09.ch02.111026.212211.04.C.9.F.wav,C:\Users\kepar\Desktop\ToTrace\trace_subsample3vib\Encounter5-sel-Channel0-20111026_212211.wav,22:11.2,22:11.3,5,9,240000,null,null,null,null,null,null,Ambig,7851.5625,6679.6875,0.094,7148.4375,7851.5625,1171.875,0.91181313,0.138317477,6924.252717,284.676051,6796.875,7265.625,0.161290323,1.175438596,0.910447761,6796.875,6914.0625,7031.25,410.15625,0.928099573,0.851956114,0.964248891,0.901174905,0.09375,0,0,0,5060.369318,35422.58523,44531.25,-41748.04688,-1.066666667,0,0,1,2,1,0,1,0,1,1,2,0,53.84615385,30.76923077,15.38461538,2,0.078,0.078,1,0.078,0,0.078,21.27659574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIWhist.model,0,0,0.106666667,0.373333333,0.213333333,0,0.050666667,0.054666667,0.12,0.064,0.017333333,0,(Fa-Gg-Gm-Pc-Pe-Pm-Sa-Sb-Sc-Sl-Tt-Zc-)
sel.09.ch02.111026.212754.98.C.9.F.wav,C:\Users\kepar\Desktop\ToTrace\trace_subsample3vib\Encounter6-sel-Channel0-20111026_212754.wav,27:54.2,27:54.2,6,9,240000,null,null,null,null,null,null,Ambig,7851.5625,6679.6875,0.067,7265.625,7851.5625,1171.875,1.144076045,0.157344658,6858.915441,299.1084596,6796.875,7265.625,0.161290323,1.175438596,0.925373134,6796.875,6679.6875,6796.875,117.1875,1.162120571,1.033059087,1.173654046,1.202959346,0.046875,1,0,1,8178.710938,34301.75781,56640.625,-52246.09375,-1.08411215,0,0,1,2,1,0,2,1,1,1,2,0,50,33.33333333,16.66666667,4,0.025,0.009,2.777777778,0.015666667,0.008326664,0.013,59.70149254,14.92537313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIWhist.model,0,0,0.24,0.141333333,0.250666667,0,0.022666667,0.029333333,0.117333333,0.162666667,0.036,0,(Fa-Gg-Gm-Pc-Pe-Pm-Sa-Sb-Sc-Sl-Tt-Zc-)
sel.10.ch02.111026.212211.22.C.10.F.wav,C:\Users\kepar\Desktop\ToTrace\trace_subsample3vib\Encounter7-sel-Channel0-20111026_212211.wav,22:11.2,22:11.3,7,10,240000,null,null,null,null,null,null,Ambig,8085.9375,6796.875,0.084,7734.375,8085.9375,1289.0625,0.913208576,0.171735918,7098.214286,313.5098082,6914.0625,7441.40625,0.173228346,1.189655172,0.956521739,6914.0625,6914.0625,7148.4375,234.375,0.986129481,0.815307521,0.848555449,0.988257675,0.0703125,0,0,0,1562.5,39453.125,45572.91667,-75781.25,-0.60137457,0,0,1,2,1,0,3,3,0,1,0,1,50,35,15,6,0.029,0.005,5.8,0.0152,0.011344602,0.008,71.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIWhist.model,0,0,0.152,0.266666667,0.258666667,0,0.028,0.058666667,0.105333333,0.114666667,0.016,0,(Fa-Gg-Gm-Pc-Pe-Pm-Sa-Sb-Sc-Sl-Tt-Zc-)
sel.10.ch02.111026.224932.64.C.10.F.wav,C:\Users\kepar\Desktop\ToTrace\trace_subsample3vib\Encounter8-sel-Channel0-20111026_224932.wav,49:32.2,49:32.3,8,10,240000,null,null,null,null,null,null,Ambig,7851.5625,6679.6875,0.059,7617.1875,7851.5625,1171.875,1.267403773,0.062244826,6960.9375,351.0040207,6796.875,7265.625,0.161290323,1.175438596,0.970149254,6796.875,6796.875,6796.875,175.78125,1.315913309,1.240072935,1.262980158,1.245063663,0.03515625,0,0,0,0,51897.32143,60546.875,-72656.25,-0.833333333,0,0,1,2,1,0,1,1,1,0,1,0,50,30,20,2,0.03,0.03,1,0.03,0,0.03,33.89830508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIWhist.model,0,0,0.156,0.305333333,0.304,0,0.022666667,0.066666667,0.092,0.036,0.017333333,0,(Fa-Gg-Gm-Pc-Pe-Pm-Sa-Sb-Sc-Sl-Tt-Zc-)
sel.12.ch02.111026.224934.72.C.12.F.wav,C:\Users\kepar\Desktop\ToTrace\trace_subsample3vib\Encounter9-sel-Channel0-20111026_224934.wav,49:34.1,49:34.2,9,12,240000,null,null,null,null,null,null,Ambig,7734.375,6679.6875,0.084,7031.25,7734.375,1054.6875,0.958504234,0.112847609,6914.0625,262.0392161,6796.875,7207.03125,0.146341463,1.157894737,0.909090909,6679.6875,6796.875,7031.25,234.375,0.915369129,0.980425762,0.899698945,1.047150122,0.03515625,0,0,0,7714.84375,25683.59375,37109.375,-35937.5,-1.032608696,0,0,1,2,1,0,3,3,1,0,1,0,64.70588235,29.41176471,5.882352941,6,0.03,0.004,7.5,0.0128,0.010986355,0.009,71.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIWhist.model,0,0,0.121333333,0.365333333,0.132,0,0.016,0.025333333,0.269333333,0.068,0.002666667,0,(Fa-Gg-Gm-Pc-Pe-Pm-Sa-Sb-Sc-Sl-Tt-Zc-)
sel.13.ch02.111026.224934.90.C.13.F.wav,C:\Users\kepar\Desktop\ToTrace\trace_subsample3vib\Encounter10-sel-Channel0-20111026_224934.wav,49:34.2,49:34.2,10,13,240000,null,null,null,null,null,null,Ambig,7968.75,6796.875,0.059,7382.8125,7968.75,1171.875,1.255528924,0.084884437,7046.875,309.6268591,6914.0625,7382.8125,0.158730159,1.172413793,0.926470588,6914.0625,6914.0625,6914.0625,234.375,1.339608499,1.245624555,1.208193831,1.219742109,0.0234375,0,0,0,6835.9375,33342.63393,56250,-61848.95833,-0.909473684,0,0,1,2,1,0,1,1,1,0,1,0,52.94117647,29.41176471,17.64705882,2,0.039,0.039,1,0.039,0,0.039,33.89830508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIWhist.model,0,0,0.213333333,0.329333333,0.192,0,0.021333333,0.036,0.149333333,0.045333333,0.013333333,0,(Fa-Gg-Gm-Pc-Pe-Pm-Sa-Sb-Sc-Sl-Tt-Zc-)
